,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,Zuco_id,group_id,recruitment_ethnicity,recruitment_age,sst2_id,sst2_split,rationale_binary,annotator_ID
59,QID599,40,"Stephen Rea, Aidan Quinn, and Alan Bates play Desmond's legal eagles, and when joined by Brosnan, the sight of this grandiloquent quartet lolling in pretty Irish settings is a pleasant enough thing, `tis.",positive,positive,1,"settings,is,a,pleasant,enough,thing,","[26, 27, 28, 29, 30, 31]",19,White/Caucasian,Male,Very well,PASSED,361,WY,White/Causasian,<=35,860,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]",107
60,QID983,232,"... a haunting vision, with images that seem more like disturbing hallucinations.",negative,no sentiment,3,"haunting,vision,","[2, 3]",33,White/Caucasian,Female,Well,PASSED,654,WY,White/Causasian,<=35,865,test,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",16
61,QID603,42,An intriguing and entertaining introduction to Johnson.,positive,positive,1,"intriguing,and,entertaining","[1, 2, 3]",19,White/Caucasian,Male,Very well,PASSED,363,WY,White/Causasian,<=35,941,test,"[0, 1, 1, 1, 0, 0, 0]",107
62,QID941,211,"... pitiful, slapdash disaster.",negative,negative,2,"pitiful,,slapdash,disaster.","[1, 2, 3]",30,White/Caucasian,Female,Very well,PASSED,616,WY,White/Causasian,<=35,952,train,"[0, 1, 1, 1]",38
63,QID571,26,The Movie will reach far beyond its core demographic.,positive,positive,1,"The,Movie,will,reach,far,beyond,its,core,demographic.","[0, 1, 2, 3, 4, 5, 6, 7, 8]",27,White/Caucasian,Male,Well,PASSED,342,WY,White/Causasian,<=35,989,test,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",158
64,QID805,143,It never fails to engage us.,positive,positive,1,"It,never,fails,to,engage","[0, 1, 2, 3, 4]",31,White/Caucasian,Female,Very well,PASSED,502,WY,White/Causasian,<=35,1004,test,"[1, 1, 1, 1, 1, 0]",35
65,QID1011,246,"Cantet perfectly captures the hotel lobbies, two-lane highways, and roadside cafes that permeate Vincent's days",positive,positive,1,"perfectly,captures","[1, 2]",27,White/Caucasian,Male,Well,PASSED,677,WY,White/Causasian,<=35,1033,test,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",78
66,QID545,13,Another Best of the Year selection.,positive,no sentiment,3,"Year,selection.","[4, 5]",20,White/Caucasian,Male,Well,PASSED,323,WY,White/Causasian,<=35,1050,train,"[0, 0, 0, 0, 1, 1]",110
67,QID799,140,"As written by Michael Berg and Michael J. Wilson from a story by Wilson, this relentless, all-wise-guys-all-the-time approach tries way too hard and gets tiring in no time at all.",negative,negative,2,"this,relentless,,all-wise-guys-all-the-time,approach,tries,way,too,hard,and,gets,tiring,in,no,time","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",31,White/Caucasian,Female,Very well,PASSED,499,WY,White/Causasian,<=35,1092,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",35
68,QID581,31,"The stupidest, most insulting movie of 2002's first quarter.",negative,negative,2,"The,stupidest,,most,insulting","[0, 1, 2, 3]",24,White/Caucasian,Male,Very well,PASSED,349,WY,White/Causasian,<=35,1105,test,"[1, 1, 1, 1, 0, 0, 0, 0, 0]",89
69,QID609,45,"Showtime is one of the hapless victims of the arrogant ``if we put together a wry white man and a chatty black man and give them guns, the movie will be funny'' syndrome.",negative,negative,2,"one,of,the,hapless,victims,of,the,arrogant,the,movie,will,be,funny'',syndrome.","[2, 3, 4, 5, 6, 7, 8, 9, 27, 28, 29, 30, 31, 32]",19,White/Caucasian,Male,Very well,PASSED,370,WY,White/Causasian,<=35,1116,test,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",107
70,QID943,212,It's neither as romantic nor as thrilling as it should be.,negative,negative,2,"neither,nor,should,be.","[1, 4, 9, 10]",30,White/Caucasian,Female,Very well,PASSED,618,WY,White/Causasian,<=35,1141,test,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1]",38
71,QID783,132,"This is cool, slick stuff, ready to quench the thirst of an audience that misses the summer blockbusters.",positive,positive,1,"cool,,slick,ready,quench,thirst,audience,misses,the,summer,blockbusters.","[2, 3, 5, 7, 9, 12, 14, 15, 16, 17]",23,White/Caucasian,Male,Very well,PASSED,488,WY,White/Causasian,<=35,1199,test,"[0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1]",199
72,QID771,126,"It's badly acted, blandly directed, and could have been scripted by someone who just graduated from elementary school.",negative,negative,2,"badly,acted,,blandly,directed,,scripted,by,someone,who,just,graduated","[1, 2, 3, 4, 9, 10, 11, 12, 13, 14]",27,White/Caucasian,Female,Well,PASSED,480,WY,White/Causasian,<=35,1202,test,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0]",119
73,QID825,153,It should be mentioned that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit.,positive,positive,1,"design,effectively","[7, 17]",33,White/Caucasian,Male,Very well,PASSED,516,WY,White/Causasian,<=35,1244,test,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",140
74,QID727,104,"There is a refreshing absence of cynicism in Stuart Little 2 -- quite a rarity, even in the family film market.",positive,positive,1,"a,refreshing,absence,of,cynicism","[2, 3, 4, 5, 6]",31,White/Caucasian,Female,Very well,PASSED,454,WY,White/Causasian,<=35,1247,test,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",44
75,QID965,223,Remarkably accessible and affecting.,positive,positive,1,"Remarkably,accessible,affecting.","[0, 1, 3]",24,White/Caucasian,Female,Very well,PASSED,641,WY,White/Causasian,<=35,1251,test,"[1, 1, 0, 1]",68
76,QID981,231,Gollum's `performance' is incredible!,positive,positive,1,incredible!,[3],33,White/Caucasian,Female,Well,PASSED,653,WY,White/Causasian,<=35,1268,test,"[0, 0, 0, 1]",16
77,QID1035,258,The sort of movie that gives tastelessness a bad rap.,negative,negative,2,"gives,tastelessness,a,bad,rap.","[5, 6, 7, 8, 9]",21,White/Caucasian,Male,Very well,PASSED,692,WY,White/Causasian,<=35,1377,test,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",37
78,QID959,220,"So young, so smart, such talent, such a wise ***.",positive,positive,1,"so,smart,,such,talent,","[2, 3, 4, 5]",24,White/Caucasian,Female,Very well,PASSED,636,WY,White/Causasian,<=35,1385,test,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0]",68
79,QID583,32,The film seems a dead weight.,negative,negative,2,"a,dead,weight.","[3, 4, 5]",24,White/Caucasian,Male,Very well,PASSED,350,WY,White/Causasian,<=35,1404,test,"[0, 0, 0, 1, 1, 1]",89
80,QID977,229,"Devos and Cassel have tremendous chemistry -- their sexual and romantic tension, while never really vocalized, is palpable.",positive,positive,1,"tremendous,chemistry,sexual,and,romantic,tension,,is,palpable.","[4, 5, 8, 9, 10, 11, 16, 17]",24,White/Caucasian,Female,Very well,PASSED,651,WY,White/Causasian,<=35,1453,train,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1]",68
81,QID569,25,Flaccid drama and exasperatingly slow journey.,negative,negative,2,"Flaccid,drama,exasperatingly,slow,journey.","[0, 1, 3, 4, 5]",27,White/Caucasian,Male,Well,PASSED,341,WY,White/Causasian,<=35,1506,test,"[1, 1, 0, 1, 1, 1]",158
82,QID631,56,"Suffers from rambling, repetitive dialogue and the visual drabness endemic to digital video.",negative,negative,2,"rambling,,repetitive,dialogue,visual,drabness,endemic","[2, 3, 4, 7, 8, 9]",29,White/Caucasian,Male,Very well,PASSED,383,WY,White/Causasian,<=35,1520,test,"[0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]",120
83,QID761,121,This bold and lyrical first feature from Raja Amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment.,positive,positive,1,"pat,notion,rousing,treatise,of,sensual,empowerment.","[11, 12, 22, 23, 24, 25, 26]",27,White/Caucasian,Female,Well,PASSED,472,WY,White/Causasian,<=35,1537,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",119
84,QID911,196,It's never a good sign when a film's star spends the entirety of the film in a coma.,negative,negative,2,"never,a,good,sign","[1, 2, 3, 4]",22,White/Caucasian,Male,Very well,PASSED,587,WY,White/Causasian,<=35,1598,test,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",155
85,QID537,9,"The acting is stiff, the story lacks all trace of wit, the sets look like they were borrowed from Gilligan's Island -- and the CGI Scooby might well be the worst special-effects creation of the year.",negative,negative,2,"stiff,,lacks,all,trace,of,wit,,borrowed,from,Gilligan's,Island,the,worst,special-effects,creation,of,the,year.","[3, 6, 7, 8, 9, 10, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34, 35]",22,White/Caucasian,Female,Very well,PASSED,317,WY,White/Causasian,<=35,1615,test,"[0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",111
86,QID773,127,... a roller-coaster ride of a movie,positive,no sentiment,3,roller-coaster,[2],27,White/Caucasian,Female,Well,PASSED,483,WY,White/Causasian,<=35,1651,test,"[0, 0, 1, 0, 0, 0, 0]",119
87,QID745,113,An atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding.,negative,negative,2,"demonizes,nice,vomit,bath","[5, 18, 19, 20]",19,White/Caucasian,Female,Very well,PASSED,463,WY,White/Causasian,<=35,1664,test,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",129
88,QID533,7,A work of astonishing delicacy and force.,positive,positive,1,"astonishing,delicacy,and,force.","[3, 4, 5, 6]",22,White/Caucasian,Female,Very well,PASSED,312,WY,White/Causasian,<=35,1702,test,"[0, 0, 0, 1, 1, 1, 1]",111
89,QID909,195,The way Coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining.,positive,positive,1,"unequivocally,qualify,art,giddily,entertaining.","[17, 18, 20, 23, 24]",22,White/Caucasian,Male,Very well,PASSED,585,WY,White/Causasian,<=35,1730,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1]",155
90,QID633,57,Features one of the most affecting depictions of a love affair ever committed to film.,positive,positive,1,"most,affecting,depictions","[4, 5, 6]",29,White/Caucasian,Male,Very well,PASSED,386,WY,White/Causasian,<=35,1749,train,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",120
91,QID595,38,"But here's the real damn: It isn't funny, either.",negative,negative,2,"It,isn't,funny,","[5, 6, 7]",24,White/Caucasian,Male,Very well,PASSED,356,WY,White/Causasian,<=35,1751,test,"[0, 0, 0, 0, 0, 1, 1, 1, 0]",89
92,QID891,186,"Why he was given free reign over this project -- he wrote, directed, starred and produced -- is beyond me.",negative,negative,2,"Why,he,was,given,free,reign,is,beyond,me.","[0, 1, 2, 3, 4, 5, 17, 18, 19]",29,White/Caucasian,Male,Very well,PASSED,569,WY,White/Causasian,<=35,1761,test,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",95
93,QID869,175,"The movie is a blast of educational energy, as bouncy animation and catchy songs escort you through the entire 85 minutes.",positive,positive,1,"blast,of,educational,energy,,bouncy,animation,catchy,songs","[4, 5, 6, 7, 9, 10, 12, 13]",25,White/Caucasian,Female,Very well,PASSED,549,WY,White/Causasian,<=35,1774,test,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",84
94,QID853,167,"Pacino and Williams seem to keep upping the ante on each other, just as their characters do in the film.",positive,positive,1,"seem,to,keep,upping,the,ante,just,as,their,characters","[3, 4, 5, 6, 7, 8, 12, 13, 14, 15]",20,White/Caucasian,Male,Well,PASSED,537,WY,White/Causasian,<=35,1784,train,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]",200
95,QID817,149,"In XXX, Diesel is that rare creature -- an action hero with table manners, and one who proves that elegance is more than tattoo deep.",positive,no sentiment,3,"hero,with,table,manners,","[10, 11, 12, 13]",31,White/Caucasian,Female,Very well,PASSED,510,WY,White/Causasian,<=35,2018,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",35
96,QID883,182,"A work of extraordinary journalism, but it is also a work of deft and subtle poetry.",positive,positive,1,"extraordinary,journalism,,deft,and,subtle","[3, 4, 12, 13, 14]",29,White/Caucasian,Male,Very well,PASSED,562,WY,White/Causasian,<=35,2143,train,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",95
97,QID551,16,"For the rest of us, sitting through Dahmer's two hours amounts to little more than punishment.",negative,negative,2,punishment.,[15],20,White/Caucasian,Male,Well,PASSED,330,WY,White/Causasian,<=35,2487,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",110
98,QID663,72,"Just about the best straight-up, old-school horror film of the last 15 years.",positive,positive,1,"the,best","[2, 3]",19,White/Caucasian,Female,Very well,PASSED,408,WY,White/Causasian,<=35,3578,train,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",88
99,QID539,10,"There's no palpable chemistry between Lopez and male lead Ralph Fiennes, plus the script by Working Girl scribe Kevin Wade is workmanlike in the extreme.",negative,no sentiment,3,"There's,no","[0, 1]",20,White/Caucasian,Male,Well,PASSED,319,WY,White/Causasian,<=35,3613,train,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",110
100,QID857,169,Intriguing and downright intoxicating.,positive,positive,1,"Intriguing,intoxicating.","[0, 3]",20,White/Caucasian,Male,Well,PASSED,542,WY,White/Causasian,<=35,3951,train,"[1, 0, 0, 1]",200
101,QID813,147,The cumulative effect of the movie is repulsive and depressing.,negative,negative,2,"repulsive,and,depressing.","[7, 8, 9]",31,White/Caucasian,Female,Very well,PASSED,507,WY,White/Causasian,<=35,4004,train,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",35
103,QID739,110,This is one of those war movies that focuses on human interaction rather than battle and action sequences... and it's all the stronger because of it.,positive,positive,1,"it's,all,the,stronger,because,of,it.","[19, 20, 21, 22, 23, 24, 25]",19,White/Caucasian,Female,Very well,PASSED,460,WY,White/Causasian,<=35,4878,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",129
104,QID807,144,The movie slides downhill as soon as macho action conventions assert themselves.,negative,negative,2,"slides,downhill","[2, 3]",31,White/Caucasian,Female,Very well,PASSED,504,WY,White/Causasian,<=35,4903,train,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",35
105,QID907,194,"Hard, endearing, caring, warm.",positive,positive,1,"endearing,,caring,,warm.","[1, 2, 3]",22,White/Caucasian,Male,Very well,PASSED,583,WY,White/Causasian,<=35,5252,train,"[0, 1, 1, 1]",155
107,QID839,160,"Armed with a game supporting cast, from the pitch-perfect Forster to the always hilarious Meara and Levy, Like Mike shoots and scores, doing its namesake proud.",positive,positive,1,"supporting,cast,,pitch-perfect,Forster,always,hilarious,Meara","[4, 5, 8, 9, 12, 13, 14]",20,White/Caucasian,Male,Well,PASSED,526,WY,White/Causasian,<=35,5395,train,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",200
108,QID795,138,"It's a hoot watching The Rock chomp on jumbo ants, pull an arrow out of his back, and leap unscathed through raging fire!",positive,positive,1,"It's,hoot,watching,fire!","[0, 2, 3, 22]",23,White/Caucasian,Male,Very well,PASSED,496,WY,White/Causasian,<=35,5863,train,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",199
109,QID639,60,"... a solid, well-formed satire.",positive,positive,1,"solid,,well-formed,satire.","[2, 3, 4]",21,White/Caucasian,Male,Very well,PASSED,389,WY,White/Causasian,<=35,6153,train,"[0, 0, 1, 1, 1]",142
110,QID671,76,Feels less like a cousin to Blade Runner than like a bottom-feeder sequel in the Escape From New York series.,negative,negative,2,"Feels,less,like,a,cousin","[0, 1, 2, 3, 4]",19,White/Caucasian,Female,Very well,PASSED,412,WY,White/Causasian,<=35,6956,train,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",88
111,QID889,185,"The director, with his fake backdrops and stately pacing, never settles on a consistent tone.",negative,negative,2,"fake,backdrops,stately,pacing,,never,settles,on,a,consistent,tone.","[4, 5, 7, 8, 9, 10, 11, 12, 13, 14]",29,White/Caucasian,Male,Very well,PASSED,568,WY,White/Causasian,<=35,7076,train,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",95
112,QID969,225,Godard's ode to tackling life's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess... In Praise of Love remains a ponderous and pretentious endeavor that's unfocused and tediously exasperating.,negative,negative,2,"rambling,and,incoherent,manifesto,unfocused,and,tediously,exasperating.","[8, 9, 10, 11, 29, 30, 31, 32]",24,White/Caucasian,Female,Very well,PASSED,644,WY,White/Causasian,<=35,7290,train,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",68
113,QID999,240,"A profoundly stupid affair, populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility.",negative,negative,2,"profoundly,stupid,meanspirited,storyline,cardboard,characters,cash,above,credibility.","[1, 2, 8, 9, 11, 12, 17, 18, 19]",33,White/Caucasian,Female,Well,PASSED,668,WY,White/Causasian,<=35,7513,train,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1]",16
114,QID905,193,"The delicious trimmings... arrive early and stay late, filling nearly every minute... with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a Scrooge or two.",positive,negative,2,"arrive,early,and,stay,late,,impudent,snickers,","[3, 4, 5, 6, 7, 17, 18]",22,White/Caucasian,Male,Very well,PASSED,579,WY,White/Causasian,<=35,7615,train,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",155
115,QID759,120,A small movie with a big impact.,positive,positive,1,"big,impact.","[5, 6]",27,White/Caucasian,Female,Well,PASSED,471,WY,White/Causasian,<=35,7709,train,"[0, 0, 0, 0, 0, 1, 1]",119
116,QID597,39,... something appears to have been lost in the translation this time.,negative,negative,2,"lost,in,the,translation","[6, 7, 8, 9]",24,White/Caucasian,Male,Very well,PASSED,359,WY,White/Causasian,<=35,7967,train,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]",89
117,QID851,166,The film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work.,positive,no sentiment,3,"darkly,funny,illusion,of,work,is,than,actual,work.","[3, 4, 17, 18, 19, 20, 21, 22, 23]",20,White/Caucasian,Male,Well,PASSED,535,WY,White/Causasian,<=35,8114,train,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",200
118,QID587,34,"I did go back and check out the last 10 minutes, but these were more repulsive than the first 30 or 40 minutes.",negative,negative,2,"these,were,more,repulsive","[12, 13, 14, 15]",24,White/Caucasian,Male,Very well,PASSED,352,WY,White/Causasian,<=35,8170,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",89
119,QID793,137,``Simone'' is a fun and funky look into an artificial creation in a world that thrives on artificiality.,positive,positive,1,"fun,funky","[3, 5]",23,White/Caucasian,Male,Very well,PASSED,495,WY,White/Causasian,<=35,8193,train,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",199
120,QID775,128,"A colorful, vibrant introduction to a universal human impulse, lushly photographed and beautifully recorded.",positive,positive,1,"colorful,,vibrant,lushly,beautifully","[1, 2, 9, 12]",27,White/Caucasian,Female,Well,PASSED,484,WY,White/Causasian,<=35,8273,train,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",119
121,QID723,102,Allen's funniest and most likeable movie in years.,positive,positive,1,"funniest,most,likeable,movie","[1, 3, 4, 5]",31,White/Caucasian,Female,Very well,PASSED,452,WY,White/Causasian,<=35,8739,train,"[0, 1, 0, 1, 1, 1, 0, 0]",44
122,QID693,87,"A fiercely clever and subtle film, capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries.",positive,positive,1,"fiercely,clever,subtle,precarious","[1, 2, 4, 8]",19,White/Caucasian,Male,Very well,PASSED,429,WY,White/Causasian,<=35,8873,train,"[0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",152
